[-35.351202,149.077787,284,Balance Beam],"'blue'],"
[-35.170142,149.142171,246,Chinup Bar],"'blue'],"
[-35.200686,149.103068,240,Multi Station],"'blue'],"
[-35.222343,149.013437,258,Push Ups],"'blue'],"
[-35.172773,149.143759,231,Sit Up Bench],"'blue'],"
[-35.299931,149.115972,162,Push Ups],"'blue'],"
[-35.155409,149.120922,342,Sit Up Bench],"'blue'],"
[-35.155358,149.12098,322,Hand Bike],"'blue'],"
[-35.155368,149.120989,321,Chest Press],"'blue'],"
[-35.155425,149.12088,361,Step Ups],"'blue'],"
[-35.155378,149.120998,301,Exercise Bike],"'blue'],"
[-35.155448,149.120853,362,Body Dips & Leg Raises],"'blue'],"
[-35.155391,149.120949,341,Chinup Bar],"'blue'],"
[-35.34602,149.1009,,Canberra Hospita,"'pink'],"
[-35.253032,149.08972,,Calvary Health Care ACT - Calvary Publi,"'pink'],"
[-35.31888,149.09523,,Calvary John James Hospita,"'pink'],"
[-35.3441506,149.1018312,,National Capital Private Hospita,"'pink'],"
[-35.3342476,149.1658517,,Canberra Eye Hospita,"'pink'],"
[-35.346012,149.23317,,Queanbeyan District Hospita,"'pink'],"
[-34.843969,148.906824,,Yass Hospita,"'pink'],"
[-35.268338,149.141855,Bskt2,Single Cour,"'green'],"
[-35.237826,149.074645,Bskt29,Double Cour,"'green'],"
[-35.426712,149.07164,Bskt17,Half Cour,"'green'],"
[-35.352159,149.077012,Bskt24,Half Cour,"'green'],"
[-35.277923,149.134538,Bskt27,Half Cour,"'green'],"
[-35.319147,149.100659,Bskt14,Single Cour,"'green'],"
[-35.314768,149.10579,Bskt4,Half Cour,"'green'],"
[-35.334126,149.030598,Bskt33,Half Cour,"'green'],"
[-35.188399,149.017748,Bskt21,Half Cour,"'green'],"
[-35.209532,149.077357,Bskt12,Half Cour,"'green'],"
[-35.206624,149.038999,Bskt11,Single Cour,"'green'],"
[-35.16785,149.143869,Bskt22,Half Cour,"'green'],"
[-35.157396,149.150881,Bskt31,Half Cour,"'green'],"
[-35.456377,149.084235,Bskt6,Single Cour,"'green'],"
[-35.402904,149.071724,Bskt5,Half Cour,"'green'],"
[-35.179882,149.129916,Bskt18,Single Cour,"'green'],"
[-35.253398,149.165685,Bskt13,Half Cour,"'green'],"
[-35.20798,149.160242,Bskt3,Half Cour,"'green'],"
[-35.383505,149.052571,Bskt23,Half Cour,"'green'],"
[-35.377732,149.053236,Bskt9,4 Way Hoo,"'green'],"
[-35.372251,149.062246,Bskt8,4 Way Hoo,"'green'],"
[-35.389103,149.051935,Bskt7,4 Way Hoo,"'green'],"
[-35.31666,149.152879,Bskt15,Half Cour,"'green'],"
[-35.247334,149.120967,Bskt20,Double Cour,"'green'],"
[-35.336639,149.073916,Bskt10,4 Way Hoo,"'green'],"
[-35.408123,149.129002,Bskt25,Single Cour,"'green'],"
[-35.20853,149.001871,Bskt16,Half Cour,"'green'],"
[-35.330285,149.151911,Bskt30,Single Cour,"'green'],"
[-35.264871,149.113599,Bskt32,Single Cour,"'green'],"
[-35.341884,149.227383,Bskt26,4 Way Hoo,"'green'],"
[-35.339862,149.091642,Bskt19,Half Cour,"'green'],"
[-35.404784,149.103042,Bskt36,Half Cour,"'green'],"
[-35.350207,149.061227,Bskt34,Half Cour,"'green'],"
[-35.357267,149.063593,Bskt35,Half Cour,"'green'],"
[-35.337649,149.053683,Bskt1,Half Cour,"'green'],"
[-35.392427,149.062302,Bskt38,4 Way Hoo,"'green'],"
[-35.180051,149.119613,Bskt41,Half Cour,"'green'],"
[-35.42128,149.122054,Bskt40,Half Cour,"'green'],"
[-35.201965,149.038737,Bskt42,4 Way Hoo,"'green'],"
[-35.392426,149.062122,Bskt37,4 Way Hoo,"'green'],"
[-35.418688,149.083038,Bskt43,Half Cour,"'green'],"
[-35.323883,148.941168,Bskt28,Half Cour,"'green'],"
[-35.193455,149.106676,Bskt39,Single Cour,"'green'],"
[-35.188035,149.162369,Bskt44,Single Cour,"'green'],"
